Question,Column1,Answer,Label
"[""One of his works depicts a Cross of the Order of St. Michael and a small plaster statue of Pigalle scattered among objects on a table. That piece, Attributes of the Arts, was painted a few years before this artist's failing vision caused him to turn primarily to working in pastels. Though he had no students of his own, his influence on subsequent painters, such as Lucian Freud, who made multiple copies of his The Schoolmistress, may be attributed to his use of short parallel strokes that built up layers of pigment.His earliest success, depicting a bristling cat next to a gutted fish, The Ray, was followed by notable half length portraits of children including Girl with a Shuttlecock and a picture depicting Monsieur Lenoir's Son Building a House of Cards. For 10 points, identify this French artist renowned for his still lifes and genre works, including 1734's Young Man Blowing Bubbles.""]",0.176242301,['Jean Baptiste Simeon Chardin'],artist
"['A stained-glass window by one of this artist\'s colleagues inspired him to use the diamond-shaped ""lozenge"" in his works. This painter refused to use the color green, and a notable work of his was inspired by the Manhattan street grid. The term Neo-Plasticism is usually associated with an art movement this artist belonged to along with (*) Theo van Doesburg, De Stijl (""STEEL""). For 10 points, name this Dutch abstract painter of Broadway Boogie Woogie known for geometric works which feature black lines and primary colors on a white surface.']",0.910832818,['Piet Mondrian'],artist
"['In one opera by this composer, advice is delivered in Sanskrit from Arjuna and Krishna to the protagonist protesting the Black Act. In addition to Satyagraha, this composer wrote an opera including poems by a mentally impaired man, Christopher Knowles, five interludes called ""knee plays,"" and a finale in which the chorus rapidly chants numbers, possibly to suggest a nuclear Holocaust. Collaborating with Robert Wilson on that opera about a physicist, for 10 points, name this American minimalist composer of Einstein on the Beach.']",0.894880198,['Philip Glass'],artist
"['This man attempted to design a giant balloon filled with glass that could be lit at night and built a classical fountain with gas-powered lighting for the 1876 International Exhibition. He designed the The Tomb of the Garde Nationale, which shows a bronze arm attempting but failing to reach a sword. The death of a young Parisian student inspired his Funerary Genius. He produced a statue of Vercengetorix on horseback for Clermont-Ferrand and an enormous sandstone statue, The Lion of Belfort, plus other monuments honoring the Franco-Prussian war. Another sculpture by this artist was originally planned to hold a pileus and a broken chain, but was instead made to hold a tabula and a torch on a base shaped like an eleven-pointed star. For 10 points, identify this French sculptor of the Statue of Liberty.']",0.834951699,['Frederic Bartholdi'],artist
"['His landscapes include The Valley of the Loue in Stormy Weatherand The Torrent, which depicts a stream in the Jura mountains. He painted a young woman nodding off at the wheel in The Sleeping Spinner, while Meyer Schapiro suggested that he was influenced by images d\'Epinal, prints circulated in the countryside, in an essay on this man and ""popular imagery."" That influence can be seen in the frieze-like composition of Enterrement and in his self-styling as the Wandering Jew in The Meeting. An extrovert, he depicted himself in numerous works such as Self-portrait with a dog and Self-portrait as a desparate man. He created a painting of two naked women cavorting in Sleep and he called his close-up of Jo Hiffernan\'s genitals The Origin of the World. Two young girls play next to a man sitting on a step in a portrait of his friend Proudhon, who also appears along with Champfleury, George Sand, and himself, in a huge painting subtitled An Allegory of the Last Seven Years of My Artistic Life. For 10 points, name this painter of The Artist\'s Studio and The Stonebreakers.']",0.527174825,['Gustave Courbet'],artist
"['Algernon Swinburne wrote the poem ""Before the Mirror"" in response to one of this painter\'s works. That painting shows a woman holding an fan in her right hand, while gazing towards a wedding ring on her left hand. Another painting by this artist that also includes a depiction of that same woman, Joanna Hiffernan, standing on a bearskin rug and blending into the white curtains behind her. This artist also painted The Princess in the Land of Porcelain for his decoration of the Peacock Room. John Ruskin accused him of ""flinging a pot of paint in the public\'s face"" in a critique of his painting of fireworks over the Battersea Bridge. For 10 points, name this artist of the Symphony in White series, as well as Nocturne in Black and Gold: The Falling Rocket and Arrangement in Grey and Black: The Artist\'s Mother.']",0.288730862,['James Abbot McNeill Whistler'],artist
"[""This artist depicted two men rowing at the prow of a boat filled with sheep in Changing Pastures which, like Crossing a Loch and A Scottish Raid, is among the works this artist produced after a trip to the Highlands. In this painter's most famous work, the asylum of Salpetriere is visible at the end of a line of trees. Another painting by this artist depicts a driver raising a stick as two teams of oxen march uphill. This artist successfully petitioned the prefect of police for the right to wear pants to the market at the Boulevard de l'H\xc3\xb4pital, where she made sketches for her most famous work, an eight-foot by sixteen-foot canvas which depicts men corralling a number of percherons. For 10 points, identify this animaliere whose most two famous paintings are Ploughing in the Nivernais and The Horse Fair.""]",0.605027611,['Rosa Bonheur '],artist
"[""This man painted a satyr hanging from a tree with his panpipes, while in another of his works, cherubs sit atop a black cloud while Saint Peter sits below next to the Virgin Mary. This artist of The Flaying of Marsyas and The Pesaro Madonna painted (*) cheetahs drawing Bacchus's chariot as he leaps out to protect Ariadne. This artist painted Cupid reaching into a sarcophagus while a bride in white sits opposite Venus in his Sacred and Profane Love. His most famous work shows a dog sleeping on a white sheet beside the title goddess. For 10 points, what Renaissance artist depicted Venus lying on her side in Venus of Urbino?""]",0.897362261,['Titian '],artist
"['This artist began the first of his ""painted conversations"" while under commission for his patron Pierre Crozat. The title figure plays the guitar on a bench and looks towards the sky in this artist\'s Mezzetin. In one of his paintings, a woman ignores the paintings all around her and stares in a mirror while men on the other side of the canvas put away a portrait of King (*) Louis XIV. This frequent painter of the commedia dell\'arte painted Gersaint\'s Shopsign and popularized the genre of the f\xc3\xaate galante. In one version of his best known painting, putti dance in the air as young couples prepare to leave an island under the influence of Venus. For 10 points, name this French Rococo artist of The Embarkation for Cythera.']",0.347953214,"['This artist began the first of his ""painted conversations"" while under commission for his patron Pierre Crozat. The title figure plays the guitar on a bench and looks towards the sky in this artist\'s Mezzetin. In one of his paintings, a woman ignores the paintings all around her and stares in a mirror while men on the other side of the canvas put away a portrait of King ']",artist
"[""One of this artist's paintings focuses on a multicolored shield as the Emperor Titus rears on a majestic white horse. This artist of The Destruction of Jerusalem painted Ruth kneeling before Boaz in one of a quartet of paintings that also includes a depiction of The Spies with the Grapes of the Promised Land. He depicted Judas sneaking out of the Last Supper in Eucharist, which joins works like Extreme Unction and Baptism in another series. This artist of The Four Seasons and The Seven Sacraments painted a work in which group of chariots riding above clouds as Wealth, Poverty, Labor, and Pleasure join hands in the center. Another of his paintings shows four peasants examining a tomb. For 10 points, name this classical French artist of A Dance to the Music of Time and Et in Arcadia Ego.""]",0.182420511,['Nicholas Poussin'],artist
"['This artist drew a large white cross stretching the entire length of the background of a lithograph titled Tightrope Walker, and late in life this artist painted a male and female in front of a brown background studded with jewel-like colors in The Travelling Circus. A copper etching by this artist shows a winged angel that was said to be the image of the ""angel of history"" by Walter Benjamin, and this artist also painted a group of (*) colored arches that appear to be marching. This artist of Angelus Novus and Viaducts Break Ranks wrote a Pedagogical Sketchbook, and his notebooks collect his lectures on art from the Bauhaus. Another work by this artist shows a pit under a wire and crank, on which four birds are perched. For 10 points, name this German- Swiss artist of Twittering Machine.']",0.256803356,['Paul Klee'],artist
"[""A charity dinner he attended inspired his painting of several men in red and blue shirts crowding around a pole in the middle of the room, while another painting depicts, among other things, three elephants, a giraffe, and a man in a top hat underneath a gray canopy. In addition to Fireman's Dinner for Brancusi and Circus Scene, he also created a work depicting two humans suckling a wolf entitled Romulus and Remus and one consisting primarily of red circles, Red Lily Pads. Other works by him include a miniature circus, complete with moving parts, made out of wire, a sculpture designed to have a hazardous element dripped over it, and a 53 foot-tall red structure in Chicago's Federal Plaza. Mercury Fountain and Flamingo were both created by, for 10 points, what American sculptor whose Lobstertrap and Fishtail exemplifies a medium of art he created, the mobile?""]",0.396527827,['Alexander Calder'],artist
"['At the suggestion of a Serbian merchant, this artist began his career making toys. His works include the giant Flamingo in Chicago. As his popularity grew, he started to construct both wire sculpture and kinetic art as seen in Form Against Yellow and Lobster Trap and Fish Tail. For 10 points, name this American sculptor known for inventing the mobile sculpture.']",0.626569437,['Alexander Calder'],artist
"[""This artist painted one of the title nomads attending to a brown horse at right as the title blue-robed poet reclines off left in Ovid Among the Scythians. A hand sticks out from the rubble at the foot of a despairing woman in his allegorical Greece Expiring on the Ruins of the Messolonghi. A turbaned figure on a rearing horse overlooks a field of dying people in his Massacre at Chios, while the title king watches calmly as one his slaves' throat is slit in his The Death of Sardanapalus. A little boy waves a pistol in the air as the title bare-breasted figure waves a French flag in this painter's most famous work. For 10 points, name this painter of Liberty Leading the People.""]",0.602280311,['Eugene Delacroix'],artist
"[""This artist designed the Jesuit church of Saint Andrew in the Quirinal. He received his first major patronage from the then Cardinal-nephew Scipione Borghese. This artist renovated and redesigned the Scala Regia, at the base of which he placed his equestrian statue of Constantine the Great. He created the Cathedra Petri and the central Baldecchino for St. Peter's Basilica, for which he also designed the trapezoidal piazza. One of this artist's works is illuminated by a window that is hidden from the viewer, and depicts the founder of the Discalced Carmelites. In that work, located in the Cornaro Chapel, this sculptor depicted the central figure as she has a vision of an angel holding a spear. For 10 points, name this Baroque sculptor of The Ecstasy of St. Theresa.""]",0.469092882,['Gian Lorenzo Bernini'],artist
"['One of this artist\'s works features a black girl being escorted past a griffitied racial slur by four federal marshals. Besides The Problem We All Live With, he depicted a boy and his reluctant father before he attends college, and painted three [*] partially-clothed boys running to the left with a black and brown dog in Breaking Home Ties and No Swimming. He showed himself looking in a mirror and painting himself in Triple Self Portrait. Also known for ""Rosie the Riveter"", for 10 points, name this artist of the Four Freedoms series, who created cover illustrations for The Saturday Evening Post.']",0.158427466,['Norman Rockwell '],artist
"[""This artist painted birds metamorphosing into pachyderms in his Swans Reflecting Elephants. This artist worked on films like The Golden Age and An Andalusian Dog with Luis Bunuel (BOONWELL). Flies and superimposed images of the Venus de Milo appear in this artist's The Hallucinogenic Toreador, which also includes floating heads modeled after this artist's wife Gala. Another of his works depicts a mirrorlike sea and cliffs in the background with an ant-covered pocketwatch and melting clocks in the foreground. For 10 points, name this artist of The Persistence of Memory.""]",0.038266952,['Salvador Domingo Felipe Jacinto Dali i Domenech'],artist
"[""One of this man's works features a horse and elephants marching in a line, as the titular figure cowers in the lower left-hand corner. That work, inspired by an identically-titled work by Bosch, is titled The Temptation of St. Anthony. Another work by this artist shows him stretching his hand towards the viewer as he paints and is titled Impressions of Africa, while yet another features two tigers jumping out of a fish's mouth towards a sleeping nude woman, Dream Caused by the Flight of a Bee Around a Pomegranate. His most famous work features golden cliffs in the corner, and ants marching over one of the main objects in the lower-right corner it. Name this artist whose The Persistence of Memory depicts melting clocks.""]",0.731936994,['Salvador Domingo Felipe Jacinto Dali i Domenech'],artist
"['He painted four weeping women in front of a blue cloth in The Lictors Bring to Brutus the Bodies of His Sons. In another of his paintings, a naked soldier holds a shield that shows Romulus and Remus nursing. In addition to The Intervention of the Sabine Women, he showed a robed man pointing up and taking a cup of hemlock and three brothers reaching for swords. For 10 points, name this painter of The Death of Socrates and The Oath of the Horatii, who showed a victim of Charlotte Corday in a bathtub in The Death of Marat.']",0.044016119,['Jacques-Louis David'],artist
"['This man designed the cover for the Red Hot Chili Peppers album I\'m With You. He created a grid of colorful polka dots in LSD, one of his ""spot paintings;"" he also poured paint onto rotating circular canvases to create his ""spin paintings."" Maggots devour a cow\'s head in another of his works, A Thousand Years, which impressed his patron Charles Saatchi. This artist of In and Out of Love may be better known for creating For the Love of God, a platinum recreation of a human skull covered in diamonds. For 10 points, name this Young British Artist, whose The Physical Impossibility of Death in the Mind of Someone Living consists of a shark preserved in formaldehyde.']",0.306714408,['Damien Steven Hirst'],artist
"[""This artist depicted his pupil Alessandro Allori and himself in a painting in which a figure on the right wearing a laurel wreath points to the title character, who is being grilled. The subject of the one portrait by this artist of The Martyrdom of Saint Lawrence stands in front a mast with his name carved into it and holds a trident. In one work by this artist, a female figure with lion's legs and a serpent's tail holds a honeycomb in her left hand. That work by this painter of Andrea Doria as Neptune features an old man carrying an hourglass, an old woman representing syphilis, and two of the title figures embracing in front of a blue curtain. For 10 points, name this Italian Mannerist painter of Venus, Cupid, Folly, and Time.""]",0.002148465,['Agnolo Bronzino '],artist
"['One of this man\'s sculptures symbolizes a family and their dog whom ""Pan charms... and nature pulls."" Besides Rush of Green, another sculpture was based on a character in the book Green Mansions and was a memorial to W.H Hudson. He designed the cherub handles for a glass door at Coventry Cathedral, which also contains works such as Ecce Homo and St. Michael and the Devil. He gained public notice for a set of eighteen sculptures for the British Medical Association building in The Strand. He claimed one of his works symbolized ""the terrible Frankenstein\'s monster we have made ourselves into"", while another is his oft-vandalized tomb for Oscar Wilde. Also known for a depiction of Night and Day at the London Underground, for 10 points, name this sculptor of The Rock Drill.']",0.106844429,['Jacob Epstein '],artist
"['One of this man\'s designs was inspired by a pair of leather breeches and was first created using an array of wooden dowels stuck in the ground. Another of his creations contains a dining hall partly illuminated by a ""moon garden"" and was designed on a wave plan to minimize noise from Memorial Drive and maximize views of the Charles River. In addition to the Savoy vase and MIT\'s Baker House, he designed a cantilevered birch chair angled to provide comfort to tuberculosis patients that is still produced by his furniture company Artek. That chair was created for a sanatorium he designed for the town of Paimio, while his other works include a municipal library in the former Viipuri. For 10 points, identify this architect and creator of Helsinki\'s Finlandia Hall.']",0.996702607,['Alvar Aalto '],artist
"[""This painter showed a girl sitting up in a white-canopied bed and looking out a window in Chambered Nautilus. This man's painting Braids, as well as several nudes hidden from his wife Betsy, was uncovered after Leonard Andrews bought over 250 portraits of the artist's Scandinavian immigrant neighbor Helga Testorf. He also painted a colorless barn on the horizon being looked towards by a polio-crippled girl in a field, whose back is to the viewer. For 10 points, name this American painter from Cushing, Maine, the creator of Christina's World.""]",0.055847857,['Andrew Wyeth'],artist
"['Directly above an altar, this man painted the prophet Jonah looking towards God in front of the whale. He also painted Charon in one work that also contains a self-portrait of himself in the skin of St. Bartholomew. He included horns on his statue of Moses. He painted a beardless Jesus in heaven above the damned in hell in one fresco. This sculptor of a Moses for the tomb of Pope Julius II painted Adam stretching out his hand to receive life from God in one fresco. For 10 points, name this painter of The Last Judgement and the Sistine Chapel ceiling.']",0.491475757,['Michelangelo di Lodovico Buonarotti Simoni '],artist
"['Along with James Freed, this man designed a building in which forty-five-degree angle beams support dark tinted glass. This designer of the Jarvits Center also worked on projects like the Fragrant City Hotel and Hancock Tower. One of his buildings is supported by five steel columns to resemble growing (*) bamboo shoots. He consulted Feng Shui masters for his Bank of China Tower. He truncated a pyramid for his design to the Rock and Roll Hall of Fame. For 10 points, name architect who designed the pyramid entrance at the Louvre, who is Chinese-American.']",0.164843663,['I. M. Pei '],artist
"['In a feast painting by this artist, Pickle Herring and Hans Wurst cozy up to a suspiciously thick-necked ""lady"" sitting in front of phallic bagpipes. This artist of Merrymakers at Shrovetide depicted a somber-looking boy, with a drooping red feather in his cap, holding up a skull. An owl perches on the shoulder of a grinning woman lifting a beer mug in another of his paintings. This artist became famous as a painter of group portraits, such as the Banquet of the Officers of the St. George Militia Company. This painter from Haarlem created Malle Babbe and a portrait of a man with an upturned mustache and a goatee staring directly at the viewer with a smirk on his face. For 10 points, name this Dutch painter of The Laughing Cavalier.']",0.33305597,['Frans Hals'],artist
"['This architect\'s final building, completed after his death, is the Martin Luther King Jr. Library in D.C. Cullinan Hall is one of two additions this architect made to the Caroline Weiss Law Building in Houston. He designed both the building and sculpture gardens for the Neue Nationalgalerie in Berlin. His German Pavilion for the 1929 International Exposition contained the first of his Barcelona chairs. Another of his works was purposely built in the floodplain of the Fox River, the Farnsworth House. For 10 points, ""less is more"" was the maxim of this International Style architect and final director of the Bauhaus.']",0.630662589,['Ludwig Mies van der Rohe?'],artist
"[""One painting by this man shows an exchange between Maurice of Nassau and Ambrosio Spinola. This artist painted a portrait of his slave Juan de Pareja (pah-RAY-huh). Irish painter Francis Bacon based a series of works on this artist's portrait of (*) Pope Innocent X. One of his paintings shows himself at the left next to a large canvas, a mirror showing the reflection of the king and queen in the background, and the Infanta Margarita in the center. For 10 points, name this Spanish artist who served in the court of King Philip IV and painted Las Meninas.""]",0.06567889,['Diego Velazquez '],artist
"['This artist depicted smokestacks rising behind the right shoulder of the title author in his Portrait of Pierre Loti. His self-portraits include a ""portrait-landscape"" in which he dwarfs a Parisian street, as well as The Artist with a Lamp. He portrayed monkeys playing with a backscratcher and a bottle in The Merry Jesters, while the first exhibition of the Fauves included his painting The Hungry Lion Throws Itself on the Antelope. He painted a musician playing a flute to the right of a nude woman reclining among flowers in a lush jungle in The Dream, as well as a canvas in which an instrument and a lion appear beside a resting dark-skinned woman. For 10 points, name this French painter of The Sleeping Gypsy.']",0.163485677,['Henri Rousseau'],artist
"[""This artist painted a dwarf with extra-long fingers named Achille Emperaire. This artist of Pyramid of Skulls placed apples around an armless statue in his Still Life with Cherub. A man in a black coat with his back to the viewer looks at a nude and her black servant in a work exhibited alongside this man's House of the Hanged Man. Besides A (*) Modern Olympia, he painted trees forming a triangle above a group of nude women in The Large Bathers. He also executed numerous versions of Card Players. He painted several landscapes of a mountain visible from his house in Provence. For 10 points, name this French post-impressionist and proto-cubist fond of painting Mont Sainte-Victoire.""]",0.054481294,['Paul Cezanne'],artist
"['This artist painted multiple plein-air [plehn-""air""] views of the English Parliament and Rouen [roo-AHN] Cathedral. He showed a series of haystacks at different times of day near his home in Giverny [jee-vehr-NEE]. Cataracts late in life gave a red tint to his many paintings of (*) water lilies. This artist\xe2\x80\x9fs depiction of a harbor in the early morning lent its name to the Impressionist movement. For ten points, name this French artist of Impression, Sunrise.']",0.627010114,['Claude Monet'],artist
"['This artist painted a boy in baggy red pants and a decorative hat playing the title instrument in The Fifer. He painted the lower legs of a trapeze artist in the upper left corner of a painting in which several bottles of alcohol sit next to a bowl of oranges on the title structure. He painted a black cat and an African servant holding flowers standing next to a reclining nude who looks defiantly at the viewer. This artist of The Bar at the Folies Bergeres painted two clothed men (*) dining with a nude woman in another work. For 10 points, name this French impressionist painter of Olympia and Luncheon on the Grass.']",0.515215296,['Edouard Manet'],artist
"[""At his death, this man left a work depicting several scenes from Balzac's The Unknown Masterpiece unfinished, and he also painted a series depicting scenes from James Joyce's Ulysses. This man created a series of three diptychs about The Troubles called The Subject, The State, and The Citizen, the last of which depicts Bobby Sands as Jesus. Another one of this man's paintings shows a poster with the letters A-L-D-S arranged like Robert Indiana's LOVE sculpture in the background, and shows an accountant sitting at a desk on the left. One work by this member of the Independent Group shows a woman on the left sitting on a grey couch with her hand on her hair, while a buff almost-nude male stands in front of a staircase on the left holding a large tootsie pop. For 10 points, name this British artist, who created the collage Just What is it That Makes Todays Homes So Different, So Appealing?""]",0.664545553,['Richard Hamilton'],artist
"['One of this artist\'s images shows a gangway that divides an upper deck full of men from a lower deck full of women, all recent immigrants from Bremen. He joined with people like Edward Steichen to form a group that advocated ""pictoralism."" This publisher of Camera Work joined F. Holland Day to lead the Photo-Secession movement. This photographer of The Steerage took many photos of the hands of a woman who painted pictures of (*) cattle skulls and flowers. For 10 points, name this American artist who took many photos of his wife, Georgia O\'Keeffe.']",0.413456815,['Alfred Stieglitz'],artist
"['One work from this movement depicts a thin unpainted stripe that separates a pool from the house behind it, and that work shows a diving pool jutting out from the central foreground. One artist from this movement created works such as Monogram from stuff he found around New York. The artist was Robert Rauschenberg, and Donald Duck announces that he has ""Caught a Big One"" to Mickey in one work from this movement. The most famous artist from this movement made several depictions of Brillo Boxes and other advertising images, while another made his most famous work using Ben-Day dots. Whaam! is one work from, for 10 points, what 1960s art movement that produced such works as Campbell\'s Tomato Soup by Andy Warhol?']",0.711752045,['pop-art'],artistic movement
"['This artistic movement was parodied in the works of Florence Claxton. An artist from this movement placed his daughter Margaret at the forefront of a painting that depicts several women in white carrying various musical instruments down a staircase. In a painting from this movement, a cat looks upward from underneath a table at a seated man who holds his arm around the waist of a woman next to a piano. The (*) Awakening Conscience is a painting from this movement, and Elizabeth Siddal was the model for a painting from this movement that shows a character from Hamlet drowning herself. In another painting from this movement, a lantern-holding Jesus raises his arm to knock on a vine-covered door. For 10 points, name this art movement whose member William Holman Hunt painted The Light of the World.']",0.781918291,['Pre-Raphaelite Brotherhood'],artistic movement
"['This movement emerged after an ""Anonymous Society"" organized an independent exhibition after being rejected from the Salon. The Child\'s Bath was a painting by an American member of this art movement, Mary Cassatt. One member of this school painted the Houses of Parliament under varying (*) weather conditions and another painted Van Gogh leaning over a boat rail in The Luncheon of the Boating Party. This school received its name from a painting of a sunrise over Le Havre harbor, and one artist from this school painted haystacks and water lilies. For 10 points, Auguste Renoir and Claude Monet were of what school of art?']",0.864947789,['Impressionism '],artistic movement
"['One work of art in this movement includes two people in a yellow and blue silhouette and uses those two colors in an oversize rendering of an American flag atop a skyscraper. That artist of As Is When touched off this movement with his lecture ""Bunk"" and created I Was a Rich Man\'s Plaything. Eduardo Paolozzi\'s later works are associated with this movement, one member of which used the This Is Tomorrow exhibition to display a piece that includes a Romance poster and a nude bodybuilder holding a tootsie pop. Another member of this movement showed a woman\'s face surrounded by waves as she proclaims that she\'d rather sink than call Brad for help. The best known member of this movement created the Marilyn Diptych and painted a lot of Campbell\'s soup cans. For 10 points, name this movement which included Richard Hamilton, Roy Lichtenstein, and Andy Warhol.']",0.038450629,['pop art'],artistic movement
"[""Among this group's aims was the revival of monumental fresco painting, and one of its main patrons was the Marquis Massimo, whose Casino near the Lateran was the site of one of its major commissions. Among works produced by one its adherents is the tempera fresco Joseph Interpreting Pharaoh's Dream, while another created The Triumph of Religion in Art. Initially working out of the abandoned monastery of San Isidoro, this group's main commission was the Casa Bartholdi. They included the designer of the Munich Glyptothek, Peter Cornelius, whose Last Judgement covers the entire east wall in Munich's Ludwigskirche. Founded as the Brotherhood of St. Luke, FTP, identify this group of religious German painters including Friedrich Overbeck and Friedrich Schadow.""]",0.874570371,['the Nazarene movement '],artistic movement
"['This artistic style was used in The Papal Palace and The Pine Tree at St. Tropez. One painting in this style shows an acrobat in a yellow dress, and another shows two boys standing waist-deep in water while a red-headed boy sits near the edge. Besides The Circus and Bathers at Asnieres, another painting in this style practiced by Paul Signac shows a lady with a monkey on a leash among the people relaxing in the title location, Sunday Afternoon on the Island of Le Grande Jatte. For 10 points, name this painting technique pioneered by Georges Seurat, which uses small dots of color.']",0.640287452,['pointillism '],artistic movement
"[""One of this movement's founding members painted a goateed art critic holding a hat with his left hand over a swirling, colorful background; that work is his Portrait of F\xc3\xa9lix F\xc3\xa9n\xc3\xa9on. Another painting from this movement shows a white-clad child walking alongside a red-umbrella-wielding woman, in front of whom a brown dog sniffs the ground. One of this method's inventors was (*) Paul Signac, and this dominant technique of the Neo-Impressionist movement was used to paint Sunday Afternoon on the Island of La Grande Jatte. For ten points, identify this technique of painting practiced by Georges Seurat, in which tiny dots of color combine to form an image.""]",0.614892491,['pointillism '],artistic movement
"['One artist from this movement depicted the patriarch of the Greek Church committing the title act of fraud in his The Miracle of the Holy Fire. A different painting from this movement shows a crown of red wool over the title animal\'s head, which bears the burden of Jews. In addition to The Scapegoat, another painting from this movement features a woman staring out of a window while rising from the (*) lap of her lover, who sits at the piano. This movement produced the painting The Awakening Conscience, and it featured an artist who used Elizabeth Siddal as a model for the painting Ophelia. Another of its artists inscribed lines from ""The Blessed Damozel"" into a painting of the same name. For 10 points, name this group of artists which included William Hunt and Dante Rossetti.']",0.159240618,['Pre-Raphaelite Brotherhood '],artistic movement
"['A piece in this style is based on a cycle of eleven chords and features a secondary rhythm kept by the human breath of the voices and winds. One of the first pieces in this style requires its performer, ""traditionally...a beautiful girl,"" to arbitrarily play fifty-three phrases of repeated eighth notes. As music critic for The Spectator, Michael Nyman coined the name for this style. Henryk Gorecki and tintinnabulation-enthusiast Arvo Part are the foremost exponents of its ""holy"" or ""sacred"" type. This style, which was first used by La Monte Young, is better exemplified by Music for 18 Musicians and In C by Steve Reich and Terry Riley. For 10 points, name this simple, repetitive musical style favored by John Adams and Philip Glass.']",0.721592625,['minimalism '],artistic movement
"['One work created by a member of this movement depicts several men in blue examining the titular creatures. This movement spawned Horse Fair, and one of its practitioners painted two nude figures in a lake and one in the trees surrounding the lake in his Bathers. Other works by that member of this group are part of the series Die Zigeuner Mappe. This movement\'s founder painted a work that depicts a nude woman on a blue background holding the titular ""Japanese Umbrella."" Another painting from this movement, which included Max Pechstein and Otto Mueller, depicts two bare breasted women performing the titular Dance Around the Golden Calf. For 10 points, name this German expressionist movement that included such artists as Ernst Kirchner and Emil Nolde.']",0.09707123,['Die Brucke '],artistic movement
"['A photograph of a work in this medium shows the Cross of Lorraine painted in white over a wash of black paint that drips down in long streaks. That photo is part of a series by Brassa\xc3\xaf on this medium, which heavily influenced Jean Dubuffet. A group of artists in this medium used the symbol of a three-pointed crown and was called SAMO [""same""-o]. A work in this medium shows a man pressure-washing cave paintings, while another shows two members of the London police kissing each other. The film Exit Through the Gift Shop is about this medium, which includes a work in which a rioter with a backwards cap and a scarf around his mouth prepares to throw a bouquet of flowers. For 10 points, name this medium emulated by Jean-Michel Basquiat and practiced by the anonymous English artist Banksy.']",0.022807107,['graffiti '],artistic movement
"['This movement emerged after an ""Anonymous Society"" organized an independent exhibition after being rejected from the Salon. The Child\'s Bath was a painting by an American member of this art movement, Mary Cassatt. One member of this school painted the Houses of Parliament under varying (*) weather conditions and another painted Van Gogh leaning over a boat rail in The Luncheon of the Boating Party. This school received its name from a painting of a sunrise over Le Havre harbor, and one artist from this school painted haystacks and water lilies. For 10 points, Auguste Renoir and Claude Monet were of what school of art?']",0.03274847,['Impressionism '],artistic movement
"[""After leaving this movement, one of its members went on to design a building whose square tower was topped by four male nudes, the Palais Stoclet. Another member of this artistic movement depicted a black-haired woman holding an hourglass on the cover of his Religious Calendar. A more famous member of this movement depicted a goddess holding a spear and an apple on which a woman stood with outstretched hands. Members of this artistic movement exhibited in a gallery topped by a golden-leafed dome and designed by a member of this movement, Josef Maria Olbrich. Founded in 1897 after the example of a similar movement in Munich by Josef Hoffman and Koloman Moser, among others, this movement's most famous artist painted the aforementioned Pallas Athene and depicted a pregnant woman with pendulous breasts in a blue sarong and a man and a woman embracing under a sun and moon in his Beethoven Frieze. For 10 points, identify this artistic movement growing out of Art Nouveau and headed by Gustav Klimt in its namesake city.""]",0.812495357,['Vienna Secession'],artistic movement
"['The first of these works is a silverpoint drawing depicting its thirteen year old subject wearing a cap and pointing with his right index finger. A later one of these works depicts its nude subject pointing to his yellow spleen with the inscription ""that is where it hurts."" In the first painted one, the subject wears a red tasseled hat and holds a sprig of sea holly. The Prado owns one of these works in which a window looks out over the (*) alps as its subject sits in fashionable clothes clasping his hands. In the most famous of these works, the twenty eight year old subject wears shoulder length curly hair and a coat with a fur collar and is painted in the manner of Christ against a black background. For 10 points, name these depictions of and by the German artist of St. Jerome in his Study and Melencolia I.']",0.479220588,['self-portraits of Albrecht D\xc3\xbcrer'],artwork
"[""One figure in this painting looks to his right at a vase held by a figure on the left of the canvas. Brown curtains appear at the top; and on the right, in the distance, a man wearing a toga looks away from the scroll held in his outstretched arms. Next to that man, a column is partially blocked by the title figure's flowing blue robes. The title figure of this painting rests her bare foot on a pair of pillows at the bottom, and her elongated fingers graze the top of her white dress. For 10 points, a very large infant Jesus lies on the lap of the title figure in what mannerist masterpiece of Parmigianino, whose title references a noticeable physical feature of the Virgin Mary?""]",0.334181267,['The Madonna of the Long Neck '],artwork
"['The middle section of this building features a garden and a small rectangular reflecting pool, and has a ramp leading to a rounded section on the roof of this building. Under the ramp, a triangular window with thin rectangular pieces of glass emerges, and looks in on the master bedroom. The sun room of this building contains a fireplace which is notably pierced by a structural support, and the radiators of the building are left exposed throughout. The master bathroom of this building features a blue-tiled bathtub, though the kitchen is left completely white. The building is lifted on stilts, to allow the owners to grow a garden underneath the floor. For 10 points-name this building in Poissy, France, a house designed by Le Corbusier.']",0.386082879,['Villa Savoye'],artwork
