"Its artist said of this painting that he could not fit the entire scene due to too many ""walk-on parts."" This work's background features two mesas on either side, the Roche du Mont and the Roche du Chateau. The dull sky in this painting is interrupted by a tall staff with a crucifix on its top. In this painting a child, who is looking up at a figure whose face is obscured by a hat, stands next to a man reading from a book. In the center of this painting, a white dog and a kneeling man surround a hole in the ground. For 10 points, name this 22-foot long painting depicting the funeral procession of the artist's great uncle in the titular French countryside town, a work by Gustave Courbet.",A Burial At Ornans,artwork
"This artist's Charnel House concluded a series that began with his most famous piece, which also included The Weeping Woman. He created two paintings by the name of Three Musicians in 1921, and both are believed to feature his friend Guillaume Apollinaire. He painted Boy with a Pipe during his Rose Period that came after his Blue Period, and, with Les Demoiselles d'Avignon, developed the basic concepts of cubism. For 10 points, identify this Spanish-born artist, best known for Guernica.",Pablo Picasso,artist
"Columbia professor of music Walter Frisch wrote a 1996 book titled for these works. The chaconne in the finale of one of these works was adapted from Bach's cantata ""For Thee, O Lord, I long."" The last of these has a 6/8 andante moderato second movement as well as an allegro giocoso third movement, which is the only movement in which the piccolo and triangle play; that last one of these works is in E minor. In one of these works, their composer modified Joseph Joachim's F-A-E motif to demonstrate that he was both ""free"" and ""happy;"" that one of these works is in F major. Two of these works were premiered by Hans Richter, and the first of these works is in C minor and took over fourteen years to write; Hans Bulow called that piece ""Beethoven's Tenth."" For 10 points, name these four works by the composer of the Academic Festival Overture.",List of symphonies by Johannes Brahms,composition
"One ballet by this composer includes the songs ""I ride an old paint,"" ""McLeod's Reel,"" and William H.",Aaron Copland,composer
"Tone poems by this composer include the semi-autobiographical A Hero's Life and one with a really big cello solo, Don Quixote. Two of his symphonies describe single days: one, a day in the life of his household, including bathing the baby; in the other, he depicts a thunderstorm and the view from a mountain peak. In addition to Symphonia Domestica and Alpine Symphony, he depicted death by a squawk on a clarinet in one tone poem and an (*) elegant sigh in another, Till Eulenspiegel's Merry Pranks and Death and Transfiguration. Appropriately, his last major work is his Four Last Songs, and his operas include Intermezzo, Die Frau Ohne Schatten, and Der Rosenkavalier. FTP, name this German composer of the opera Salome and an homage to Friedrich Nietzsche, Thus Spake Zarathustra.",Richard Strauss,composer
"Henri Rousseau painted a work that features the main scene of this painting in a forest entitled The Dream. Adjacent to a column in the back center, a potted plant can be seen on a windowsill of this painting. In the far right of this painting, a servant looks at a girl in white, peering into a chest. In the foreground, a spotted dog is curled up next to the titular figure of this painting who lies on a red couch holding a handful of flowers, fully nude. For 10 points, name this painting which inspired Manet's Olympia that depicts the titular goddess; a Renaissance masterpiece by Titian.",Venus of Urbino,artwork
"One of his works depicts a woman with a cage of doves exiting the title place as Jesus smacks a money-changer. In another of his works, a red-tunic'd Jesus looks towards the sky as several people mock him. In addition to The Purification of the Temple and Disrobing of Christ, one of his paintings shows John the Baptist extending his arms as cherubs bring white clothes to several naked figures, and inspired Picasso's Demoiselles d'Avignon. In addition to Opening of the Fifth Seal, he painted a dark sky a green hillside on whose top sits the Alcazar, in his painting View of Toledo. For 10 points, identify this Spanish artist of The Burial of Count Orgaz, originally from Crete.",El Greco,artist
"This musician led a 1946 septet that included a young Miles Davis and recorded this musician's namesake ""Suite."" This composer based three of his works on the chords from ""Honeysuckle Rose,"" ""How High the Moon,"" and ""Cherokee."" He played alongside Bud Powell and Dizzie Gillespie as a member of ""The Quintet"" at Massey Hall in 1953, and he also recorded ""Billie's Bounce"" and ""Ko-Ko"" with Gillespie in 1945. He recorded standards like ""Just Friends"" and ""Summertime"" on an album ""With Strings."" His compositions include ""Scrapple from the Apple"" and ""Ornithology."" For 10 points, name this pioneer of bebop, an alto saxophonist nicknamed 'Bird.'",Charlie Parker,composer
"A figurine of Saint Margaret emerges from a dragon in this work. A single orange lies on the windowsill and a cherry tree is barely visible through the window. The two figures in red and blue standing in the doorway are reflected in the round mirror on the back wall, and one of the central figures wears a large black hat. A small brown dog and a pair of clogs are shown in the foreground. One of the subjects is wearing a long green dress and is holding hands with the other in, for 10 points, this painting of an Italian merchant and his wife by Jan van Eyck.",Arnolfini Portrait,artwork
"British troops carry the title commander under a Union Jack in this painter's Battle of Jersey scene, Death of Major Peirson. A wife, dressed in blue, leans over to look at her husband's sketch of a sculpture in his Mr. and Mrs. Izard. This artist is better known for a painting that shows the title figure stroking his chin with his right hand, while holding a silver teapot in his left, and another in which two men lean over to rescue one title character while a standing man tries to harpoon the other title character. For 10 points, name this 18th century American painter of a portrait of Paul Revere and Watson and the Shark.",John Singleton Copley,artist
"The final movement of this composer's fourth symphony is a passacaglia featuring a theme from Bach's cantata ""For Thee, O Lord, I long."" This composer based one piece on a csárdás (""CHAR-dash"") by Béla Kéler (""BA-la KA-ler"") in a set of works for piano four-hands. He concluded one work with the drinking song ""Gaudeamus igitur,"" written after receiving an honorary doctorate from the University of Breslau. This composer of the Academic Festival Overture also included a libretto from the Luther Bible in a piece that commemorates the deaths of his mother and Robert Schumann. For 10 points, name this German composer of the Hungarian Dances and A German Requiem who composed a famous lullaby.",Johannes Brahms,composer
"This composer's separation from Imma von Doernberg inspired an orchestral work with Andante con malinconia and Presto con malizia movements, his Symphony No. 1 in B-Flat Minor. This composer's violin concerto, whose second movement is a scherzo labeled Presto capriccioso alla napolitana, was commissioned by Jascha Heifetz. In this composer's most notable peace, the chorus rejoices after yelling the word ""slain!"" ""Lullaby for Jumbo"" and ""Through Gilded Trellises"" are two sections of one work by this composer of Variations on A Theme by Hindemith. Edith Sitwell poems are set to music in his his Façade. Dennis Noble premiered the part of the baritone soloist in this composer's cantata setting text from Psalm 137, which focuses on an event from the Book of Daniel. For 10 points, name this English composer of Belshazzar's Feast.",William Walton,composer
"A crucifix is partially obscured by a green curtain in the upper left of this painting. Stephen Greenblatt has argued that the fact that three different times are indicated by a polyhedral sundial in it, a physical impossibility which suggests the artist's attempt to ""unsettle reality."" A small silver skull appears on a brooch on the slanted cap of Jean de Dinteville, the figure on the left of this painting, perhaps mirroring the memento mori of the anamorphic image of a skull appearing at its bottom.. Depicting Dinteville and Georges de Selve in front of a collection of items showing their worldliness is, FTP, what painting by Hans Holbein the Younger?",The Ambassadors,artwork
"This painting shows a figure at the end of a hallway, likely the main character's wife, who is being led away by two men. The right side of this painting is dominated by five men, several of whom either turn away or cover their eyes from the central scene. A broken shackle appears under the bed that the titular event takes place on, and a guard holds a cup with his right hand while an orange-clad Crito grabs the title person's thigh. That person, a bearded man pointing his index finger up in the air, looks away from the person at the foot of the bed, Plato. Name this painting in which a Greek philosopher is about to fatally drink hemlock, a 1787 work by Jacques-Louis David.",The Death of Socrates,artwork
"One character in this work opens a store for the most miserable of the miserable, then proceeds to sing his Morning Hymn, and the Instead-Of Song is between him and his wife. The House of Prostitution in Turnbridge is the setting for The Ballad of Sexual Dependency, and a barmaid sings a song about herself, Pirate-Jenny. At the end, the main character is presented Castle Marmarel, but we are first told about his banditry before seeing the opening of that store by Jonathan Jeremiah Peachum. The Jealousy Duet is sung between Lucy and (*) Polly, while the first song of Act I is the most famous, a ballad covered by Lyle Lovett and Louis Armstrong, among others, about the main character, Mack the Knife. FTP, name this opera based on John Gay's Beggar's Opera, a collaboration between Kurt Weill and Bertolt Brecht.",The Threepenny Opera,composition
"A woman in blue-green rides a chestnut horse in the title position of this painter's Side-Saddle. He served as illustrator for Georges Clemenceau's book, At the Foot of Sinai. Two women lie in bed, locked in embrace, in his depiction of The Kiss. A stern ringmaster whips a gray horse ridden by a red-haired woman in his At the Circus Fernando. He painted the title nightclub owner dressed in a black jacket and hat and red scarf in his paintings of Aristide Bruant. For 10 points, name this French Post-Impressionist known for his paintings of Jane Avril and La Goulue dancing at the Moulin Rouge and for his short stature.",Henri de Toulouse-Lautrec,artist
"One debate about this symphony is whether Friedrich Hradetzky or E.C. Lewy performed the ""fourth horn solo"" in its third movement. This symphony's scherzo movement is unusually second instead of third. Its fourth movement starts with a theme and variations that quotes the first three movements, and contains a section in the Turkish style. Its final movement makes use of a chorus and includes a setting of (*) Schiller's ""Ode to Joy."" For 10 points, name this final symphony of Beethoven.",Sirius XM Pops,composition
"One theme in this work, later quoted in the composer's songs ""Somebody Loves Me"" and ""Embraceable You,"" is left unresolved before transitioning into a cadenza. This work subdivides the eighth-note rhythm into a three-threetwo arrangement after the opening ritornello. The composer altered the beginning of this work according to a rendition played by Ross Gorman during rehearsal. Commissioned by Paul Whiteman for the concert ""An Experiment in Modern Music,"" this work was inspired by the composer's train ride to Boston. For 10 points, name this 1924 composition for piano and jazz band by George Gershwin that opens with a solo clarinet glissando.",Rhapsody in Blue,composition
"The dark mountain at the right side of this painting has a profile similar to a sleeping woman and is underneath its yellow moon. The rolling hills in the center reach the same height as the church steeple, which, according to some interpretations points to an image of the head of the artist in the sky. Painted in Saint-Remy-de-Provence, this work's left foreground shows a dark cypress tree. Name this 1889 work with a swirling sky painted by Vincent van Gogh.",The Starry Night,artwork
"Prominent architects who trained under this man and worked in his style include John S. Van Bergen and Walter Burleigh Griffin. He used carports rather than garages in a series of mostly L-shaped houses such as the Rosenbaum house, designed for middle-income families, his Usonian houses. His studio was located in a town for which he designed Unity Park: Oak Park, Illinois. The University of Chicago stands opposite his Robie House. His best-known house was designed for Edgar Kaufmann and was built partly over a waterfall in Pennsylvania. For 10 points, Fallingwater was designed by what Prairie School architect?",Frank Lloyd Wright,artist
"One composer of this surname wrote a cycle of 13 piano pieces entitled The Year and died during a performance of the cantata The First Walpurgis Night. That composer is also thought to have greatly influenced the oratorio St. Paul. Another composer of this surname composed the Reformation Symphony, a String Octet in E-flat major, and a work sometimes called ""Fingal's Cave."" That work, the Hebrides Overture, was composed around the same time as his third symphony, which is subtitled ""Scottish."" That composer dedicated one of the pieces in his Songs without Words to his sister, Fanny. For 10 points, name this surname of the Romantic composer Felix.",Felix Mendelssohn,composer
"This painting was first displayed alongside Alexander Calder's Mercury Fountain, and elements of it appear in an earlier series of sketches by its artist arranged in two 3 by 3 grids. In the right portion of this work, a man with his arms outstretched is being devoured by a monstrous creature, and a woman holding a candle peers through a window. In the central scene of this painting, which features an eye with a light bulb for an iris, a bull with its tail lit on fire gores a flailing horse. For 10 points, name this monochromatic painting depicting the violent bombing of a certain Basque city by the Luftwaffe, a work by Pablo Picasso.",Guernica,artwork
"This artist included a portrait titled The Lullaby along with one of the postmaster Joseph Roulin in his planned decorations for the Yellow House. While being visited by Paul Gauguin, he was depicted as The Painter of Sunflowers. One of his paintings showing peasants having a dimly lit dinner is titled The (*) Potato Eaters, while another of his works prominently uses red and green and shows yellow lights above a billiards table. His most famous painting contains a cypress tree in Saint-Rémy-de-Provence located under swirling stars and the moon. The Night Café is a work by, for 10 points, what artist of Starry Night?",Vincent van Gogh,artist
"One painting by this man shows a troubling inscription in Greek at the top about a future apocalypse juxtaposed with joyous dancing and celebration in a stable on the bottom. This artist painted a baby Jesus holding a pomegranate while the Virgin Mary is being crowned by two angels. In addition to The (*) Mystic Nativity and Madonna of the Magnificat, he painted Hermes picking a fruit while Chloris is being kidnapped by Zephyr and another work in which the title figure stands impossibly upon a seashell. For ten points, name this Renaissance painter of Primavera and The Birth of Venus.",Sandro Botticelli,artist
"One movement in this suite is said to represent ""French women quarrelling violently in the market,"" and the third movement depicts children at play in the Tuileries. Another movement portrays the flight of the witch Baba Yaga. That movement, ""The Hut on Fowl's Legs,"" precedes the final movement of this suite, a two-part rondo commemorating a structure designed for Tsar Alexander II. This suite opens with a Promenade theme that is restated four times to represent a viewer walking between displays, and it concludes with ""The Great Gate of Kiev."" For 10 points, name this fifteen-movement piano suite composed by Modest Mussorgsky.",Pictures at an Exhibition,composition
"A woman in a pointed hat painted by this artist stands on a pedestal and plays the trombone in Invitation to the Sideshow. He painted a sitting nude putting on a green sock alongside a standing nude with her hands closed. In another work, this man depicted a woman in yellow dancing on a white horse in front of a crowd. This artist of The Models and The Circus painted a boy in a red hat waist-deep in water as others recline on a river-bank. His technique of painting with dots can be seen in a work where a parasol-wearing woman walks a monkey on a leash. For 10 points, name this pointillist painter of the Bathers at Asnieres and Sunday Afternoon on La Grande Jatte.",Georges Seurat,artist
"Built to replace a building with a similar function which now belongs to McGill University, the Martlet House, this structure was the idea of Phyllis Lambert. Paintings by Ronnie Landfield and James Rosenquist took the places intended for a series by Mark Rothko that was to adorn its The Four Seasons restaurant. Lying across Park Avenue from the Lever House, for 10 points, identify this Manhattan skyscraper, designed by Philip Johnson and Ludwig Mies van der Rohe as the headquarters for a liquor concern.",Seagram Building,artwork
"As a mature composer, he orchestrated tunes he wrote as a child into his Nursery Suite and two The Wand of Youth suites. In 1932, he conducted a recording of his Violin Concerto in B minor, with Yehudi Menuhin as the soloist. His overtures include ones titled Froissart and In the South. He set a poem by Cardinal Newman for his oratorio, The Dream of Gerontius. An orchestral work by him contains portraits of his friends, including Augustus Jaeger, who is depicted in an Adagio called Nimrod, and is based on a mysterious, never-played theme. For 10 points, name this British composer of the Enigma Variations and the Pomp and Circumstance Marches.",Edward Elgar,composer
"This man's Ognissanti Madonna hangs in the Uffizzi near Duccio's Ruccelai Madonna, allowing a clear indication of the former's more vivid coloration and use of perspective for depth. He died before his the namesake campanile he designed for the Florence Cathedral was finished. This artist's The Expulsion of Joachim begins a cycle of paintings culminating in The Last Judgment as decorations for the Arena Chapel. Legendarily discovered because he could draw a perfect circle effortlessly, FTP who was this pupil of Cimabue (chee-ma-byoo-ay) commonly considered the first Renaissance painter?",Giotto,artist
"In this opera the audience is asked to consider actors' ""souls since we are men of flesh and bone"" and ""rather than our poor costumes"" in the prologue ""Si Puo?"" In ""Stridono lassu,"" the soprano yearns for the freedom of birds, so she could pursue her romance with Silvio, and after his advances are driven off with a whip Tonio eavesdrops on a plan to elope. The tenor laments that he must ""put on the costume"" and ""Laugh . . . though [his] love is broken"" in the aria ""Vesti la Giubba"" before he appears in a play about Colombina's affair with Arlecchino. Nedda is stabbed by her husband Canio, at the end of, for 10 points, this opera titled after clowns, by Leoncavallo.",Pagliacci,composition
"The third movement of this work features a notable solo for the fourth horn while the second scherzo movement contains a D major trio featuring trombones. The final movement begins with the cellos and basses playing recitatives that refer to the earlier movements. Scored in D minor, this piece concludes with a chorus singing lines from Schiller's ""Ode to Joy."" For 10 points, identify this final symphony of Beethoven.",Ode to Joy (disambiguation),composition
"This composer began one work with the playing of Woglinde, Wellgunde, and Flosshilde, three water maidens; in that work, Mime [MEEM] is forced to create Tarnhelm, a helmet that makes Alberich invisible. Another of his works ends with (*) Brünnhilde riding into a funeral pyre that burns Valhalla. Das Rheingold and Götterdämmerung are by, for 10 points, what German composer of the Ring of the Nibelung cycle of operas?",Richard Wagner,composer
"In one opera by this composer, advice is delivered in Sanskrit from Arjuna and Krishna to the protagonist protesting the Black Act. In addition to Satyagraha, this composer wrote an opera including poems by a mentally impaired man, Christopher Knowles, five interludes called ""knee plays,"" and a finale in which the chorus rapidly chants numbers, possibly to suggest a nuclear Holocaust. Collaborating with Robert Wilson on that opera about a physicist, for 10 points, name this American minimalist composer of Einstein on the Beach.",Philip Glass,composer
"This subject is shown sitting in a wheelchair next to a portrait of Doctor Farrill in one work. One portrait of this figure depicts a circular window on the forehead of the main subject, which contains a skull, while another depiction shows the subject on a bed, naked, next to floating organs. A tree grows out of the subject in this artist's",Frida Kahlo,artist
"Paintings inspired by this work include Roger Brown's Puerto Rican Wedding. At the right of this painting, a narrow yellow door stands shut. A white-clad figure in this painting is bending down as he looks at a woman in a red dress. A sign running along the top of this painting advertises cigars selling for ""only 5 cents."" In addition to the aforementioned woman, other people in this painting include two dark-suited men in fedoras, each of whom leans on the counter next to cups of coffee. For 10 points, name this painting that depicts a diner in the hours of darkness and was painted by Edward Hopper.",Nighthawks,artwork
"The arrangement of this painting's central group was inspired by Raimondi's (rye-MON-deez) engraving of Raphael's Judgment of Paris. In the background of this painting, a woman looks downward and dips her bucket into a stream. A man in a flat tasseled hat gestures to his left in this work, which depicts a woman, modeled on Victorine Meurent (mo-RAHNT), who reclines and looks toward the viewer. It depicts a (*) nude woman among two clothed men who are enjoying the title meal. For 10 points, name this painting of a picnic, by Edouard Manet.",Le Déjeuner sur l’herbe,artwork
"Its artist also depicted his father listening to a musician playing a violin in an After Dinner party at the titular location. A skull lies by the feet of one of the two oddly dressed figures at this painting's center, whose clothes are from the French Revolution. One figure kneels on his right knee and stares at a choirboy, and another figure staring at the viewer holds a crucifix. Two clergymen in the center are dressed in red, and a dog stands to the center right as several people walking in an S-shaped line are depicted dressed in mourning. For 10 points, identify this gigantic painting depicting a funeral, a work of Gustave Courbet",A Burial At Ornans,artwork
"In one work by this composer, the title character slices an anvil in half and kills the dragon Fafner with the sword Nothung (NO-tung); in another opera, Brunnhilde rides into a funeral pyre that burns Valhalla. Those two operas by this composer join another that includes ""The Ride of the Valkyries"" in a four-opera work. For 10 points, name this German composer of Siegfried and Gotterdamerung (GOTT-err-DAM-errung), part of the Ring of the Nibelung (NEE-buh-lung) cycle.",Richard Wagner,composer
"One of this composer's choral works includes roles for the Angel of Agony and the Soul's Angel. That choral work by this composer begins with the prayer ""Jesu, MariaI am near to death"". Jacqueline du Pré made the definitive recording of this composer's last major work, his cello concerto in E Minor. In another work, he used woodwinds to depict the stutter of ""Dorabella."" The sections of that work by this composer are cryptically dedicated to people like the composer's wife, Alice, and his friend, August Jaeger. For 10 points, name this English composer who set a Cardinal Newman poem in his oratorio The Dream of Gerontius and included ""Nimrod"" in his Enigma Variations.",Edward Elgar,composer
"Early paintings by this artist include The Daughter of Jephthah and Semiramis Building Babylon. A woman in a beige coat leans on the right side of a table containing a vase of flowers in his Woman with Chrysanthemums. A man in a top hat reclines reading a newspaper as other men handle the titular commodity in one of his paintings done during time spent in the title American city, Cotton Exchange in New Orleans. In another of his works, next to the title sad woman are an unhealthy man dressed in black and a glass of the title substance, Absinthe Drinker. For 10 points, name this French impressionist best known for his depictions of ballerinas in works like The Dance Class.",Edgar Degas,artist
"In one work by this composer, a single B note is amplified or diminished depending on how a character is murdering someone. The performance of this composer's Opus 4, a song cycle setting to music texts by Peter von Altenberg, caused a riot at its March 31, 1913 premiere, and he borrowed from Mahler's Sixth Symphony the hammer blow heard in his Opus 6, Three Orchestral Pieces. Scholarship by George Perle has shown that an affair with Franz Werfel's sister was partly the inspiration for this composer's (*) Lyric Suite, whose first movement became his first extended 12-tone composition. Plays by Frank Wedekind and Georg Buchner were the subject operatic works by this composer, who like Anton Webern was a student of Schoenberg. For 10 points, name this composer of Wozzeck and Lulu.",Alban Berg,composer
"His Crucifixion of St. Peter has a foreshortened halo and two executioners looming into the foreground as Roman soldiers in the background avert their gaze. A wavy pattern reminiscent of Roman sarcophagi can be seen behind two small angels with lutes at the feet of the Virgin Mary in his Madonna with Child and Angels. Both of these works are part of his Pisa Altarpiece, as is his Adoration of the Magi that features indistinct mountains in the background, a technique known as aerial perspective. A red-clad cherub looms over the titular figures in his The Expulsion from the Garden of Eden, while a more famous work is a synoptic sequence which depicts the titular object being extracted from the mouth of a fish. For 10 points, name this early Italian painter of The Tribute Money, whose most famous work is the Trinity fresco.",Masaccio,artist
"A soprano sings, ""I don't daydream and I don't look back"" after receiving a glass elephant during a visit to a glass factory at the start of this opera's second act. In this opera's last aria, a man asks ""How much of what we did was good?"" During the second act three characters start acting in the play The Red Detachment of Women. Alice Goodman wrote the libretto for this opera, which opens with ""The Three Main Rules of Discipline and Eight Points of Attention"", sung to celebrate the landing of plane, while a foxtrot from the third act was adapted into The Chairman Dances. Chou En-Lai and Henry Kissinger, for 10 points, appear in what minimalist opera about a President's visit to an Asian country by John Adams",Nixon in China,composition
"It is believed that the composer of this work did not know the identity of its commissioner, and this composition was played at the funerals of Frederic Chopin and Franz Joseph Haydn. It includes a solo quartet in its Recordare and Tuba Mirum movements, while it also contains a notable Kyrie. Its Sanctus and Benedictus movements were likely written by Franz Sussmayer. For 10 points, identify this work, K626, that was left unfinished by its composer, a young Austrian prodigy.",Lacrimosa,composition
"The scenario for this musical work was first conceived by Nicholas Roerich (ROAR-ik), who also designed its costumes and sets. Excerpts from it accompanied an animation of the prehistoric earth and dinosaurs in Walt Disney's Fantasia. Subtitled ""Pictures from Pagan Russia,"" this Sergei Diaghilev (dee-AH-gil-ev) production begins with a high bassoon solo. Its choreography by Vaslav Nijinsky ends with a young girl dancing herself to death in a sacrificial ritual. For 10 points, name this ballet which caused a riot at its 1913 Parisian premiere and was written by Igor Stravinsky.",The Rite of Spring,composition
"This architect claimed that glass and light were ""two forms of the same thing."" The Smith House and Hyde House were the only two built examples of this man's ""American System-Built Houses"", and he included ""carports"" in a series of dwellings which anticipated the suburban ranch-style house, his Usonian designs. He used long overhangs and Roman bricks in the Robie House, an example of his (*) Prairie Style. For Edgar Kaufman he built a house cantilevered over the Bear Run River. For 10 points, name this American architect who designed Fallingwater.",Frank Lloyd Wright,artist
"In this painting, a building with half-drawn window shades and a cash register in the first-floor display window stands across from the central location. Two silver canisters sit on a wood counter in this work, which features an (*) advertisement for five-cent Phillies. Two men in dark hats and a woman in a red dress sit inside an entryless diner in, for 10 points, what painting by Edward Hopper?",Nighthawks,artwork
"One figure on the right side of this group is given a narcissistic pose and is sometimes referred to as I am Beautiful, while that figure appears elsewhere and is known as The Falling Man. An aged whore in this group is given the title She Who Was Once the Helmet-Maker's Beautiful Wife. and three originally separate scuptures from this group were fused together, placed on top, and called The Three Shades. The Count Ugolino is shown in this group, while a better known statue in this group depicts Paolo and Francesca Rmini performing the title act. For 10 points, name this work whose various parts represent the Divine Comedy, a massive entryway which include the sculptures ""The Kiss"" and ""The Thinker"".",The Gates of Hell,artwork
"He created the regent Friedrich of Sicily in an opera based on Measure For Measure entitled The Ban on Love. In another of his operas, Walthur von Stolzing's music is recognized by Hans Sachs, while in another of his operas the Liebestod occurs between the title characters, Tristan and Isolde. This developer of the idea of a leitmotif created the dwarves Mime and Alberich in a series of operas where Brunhilde the Valkyrie loves Siegfried. For 10 points, name this composer of The Mastersingers of Nuremburg and a four-opera cycle, The Ring of the Nibelung.",Richard Wagner,composer
"The only work by this painter that is permanently held in the United States is his portrait of Ginevra di Benci (jih-NAVE-ruh dee BEN-chee). In another work, he depicted the angel Uriel holding the infant John the Baptist, who is ushered towards the infant Christ by Mary. This artist of Lady with an Ermine used the sfumato (sfoo-MAH-toe) style to paint his works. This artist of (*) Virgin of the Rocks traced out ideal human proportions in his sketch of the Vitruvian Man. For 10 points, name this artist who also painted the enigmatically smiling Mona Lisa.",Leonardo da Vinci,artist
"In the second act of one of this man's works, one character pretends to be the student Pereda and listens to the gypsy Preziosilla sing ""Al suon del tamburo."" In the final act of that work by this man, one character sings ""Pace, pace mio Dio"" before being stabbed in the heart by her brother Carlo. In addition to that work about the lovers Leonora and Alvaro, this man composed an opera whose title character rescues Fenena after promising to restore the Temple in ""Dio di Giuda;"" that opera also contains the Hebrew slave chorus ""Va, pensiero."" The second act of another of this man's operas contains the Triumphal March, which accompanies the return of Radames, who is buried alive with the title Ethiopian princess. For 10 points, identify this composer of La Forza del Destino, glyph817abucco and Aida.",Giuseppe Verdi,composer
"The score for this ballet contains a pounding combination of an F flat chord and an E-flat seventh chord played two hundred times in its section ""Dances of the Adolescent Girls."" This ballet climaxes with a young girl dancing herself to death in its final act, ""The Sacrifice."" This ballet's awkward, primitive movements, choreographed by (*) Vaslav Nijinsky, and its strongly dissonant music inspired a riot at its 1913 premiere. For 10 points, name this ballet composed by Igor Stravinsky, which depicts a pagan ritual.",The Rite of Spring,composition
"One of this composer's operas features Walter performing the prize song, after Hans Sachs proposes a singing competition. Another opera by this man sees Senta kill herself to free a sailor from his eternal curse. This man wrote about the lover of the valkyrie (VALL-kuh-ree) Brunnhilde (broon-HIL-duh). This man wrote Siegfried, The Twilight of the Gods, and The Rheingold. For 10 points, name this composer of The Flying Dutchman and The Ring of the Nibelungs (NYE-be-lungs).",Richard Wagner,composer
"In one of this artist's works, two skeletons, presumably those of James Field and Macleane, point to each other. This man made an engraving based on the story of Columbus and the egg. The first painting in a series by this artist shows a pregnant woman crying while the central figure gets his leg measured. Tom Nero beats a horse and tortures a dog in works from artist's Four Stages of Cruelty. Another of this man's series shows the title character marrying an old woman before going to prison and ending up in Bethlehem Hospital, a mental asylum. For 10 points, name this English artist who painted Marriage á-la-Mode and The Rake's Progress.",William Hogarth,artist
"This man composed an opera based on the novel Waiting for the Barbarians, while another of his works takes its title from Apollo's punishment of a bird. In addition to composing White Raven, this man used portions of Seneca the Younger's texts for the libretto of the CIVIL warS, but he is better known for operas taken from excerpts of the lives of Galileo, Akhenaten, and a certain physicist. His ""Portrait Trilogy"" contains Satyagraha and another opera with the sections ""Train"" and ""Trial."" For 10 points, name this minimalist composer of Einstein on the Beach.",Philip Glass,composer
"Three square windows can be seen in the back of this painting, and the back of a chair takes up its lower center portion. The central figure is wearing red and blue with his hands on a table; to his right is an effeminate figure believed to be the Apostle John. Judas clutches a bag of silver in, for 10 points, what Leonardo da Vinci painting that depicts Christ's final meal with his disciples?",Last Supper,artwork
"This is the title of a Francesco Hayez painting set at the bottom of a set of stairs considered a symbol of the Risor- gimento. It also is the title of the opera including the folk song ""A little white dove flew"" about two stubborn people who wish to marry, Lukas and Vendulka. In addition to that opera composed by Bed?ich Smetana, this is also the title of a nearly rectangular stone sculpture by Constantin Brancu?i. This title additionally applies to a sculpture in which Paolo holds a book in one hand while the other is near Francesca's hip. This is also the name of a painting showing a woman with flowers in her hair and her head turned sideways and a man with leaves in his hair. That painting has a bronze background and uses gold foil. Name this title used for works by Auguste Rodin and Gustav Klimt.",The Kiss,artwork
"In one painting by this artist, a Triton on a white horse blows a trumpet as two dolphins pull a man in a red robe. This artist also included a monstrance in the center of a work in which scholars debate over Transubstantiation. This painter of The Triumph of Galatea and La Disputa depicted Mary holding a book and the infants John and Jesus holding a bird in his Madonna of the Goldfinch. The central figure in his most famous work points towards the heavens and stands on top of some stairs, apart from Diogenes, but next to Aristotle. For 10 points, name this Italian Renaissance painter of The School of Athens.",Raphael,artist
"One of this man's compositions was inspired by a George Meredith poem about a creature that takes flight ""till lost on his aerial wings in light."" ""A Bold Young Sailor"" and ""The Captain's Apprentice"" are tunes in this man's Norfolk Rhapdody No. 1, and he also wrote a work inspired by a much earlier English composer, Thomas Tallis. For 10 points, name this British composer of The Lark Ascending and Fantasia on Greensleeves.",Ralph,composer
"This composer included a ""Decoration Day"" second movement in his Holiday Symphony. The strings represent the night in a piece by this composer written from the perspective of someone sitting on a bench at the title place. That piece is often paired with his composition that uses the trumpet to represent the title contemplation. This composer of Central Park in the Dark and The Unanswered Question quoted ""Columbia, Gem of the Ocean"" in the movement ""Putnam's Camp,"" and another of his works has movements named for Thoreau and Emerson. For 10 points, name this composer of Three Places in New England and the Concord Sonata.",Charles Ives,composer
"The scherzo of one work by this composer was inspired by ""Walpurgis Night's Dream"" from Goethe's [""Gur-tuh's""] Faust and replaced the minuet in his first symphony. This composer of a String Octet in E-flat major included a high F-sharp in the ""Here Ye Israel"" section of his Elijah oratorio, and quoted a work inspired by a trip to (*) Fingal's Cave in his Scottish Symphony. His fifth symphony honors Martin Luther's Augsburg Confession and incorporates ""A Mighty Fortress is Our God"" in its final movement. For ten points, name this composer of the Reformation Symphony, the Hebrides [""HEH-brih-dees""] Overture, and incidental music to A Midsummer Night's Dream.",Felix Mendelssohn,composer
"One character in this opera announces his profession in the aria ""Der vogelfanger bin ich ja"" (DER FOH-gehl-FON-ger BIN ICK YAH) before having his mouth padlocked. The aria ""O Isis und Osiris"" is sung by Sarastro (sah-RAHSS-tro), whose servant Monostatos (mah-NO-stah-TOSSE) tries to take away the love interest of the protagonist. In this opera, (*) Tamino is asked by the Queen of the Night to find her daughter Pamina with the aid of the bird catcher Papageno (pa-pa-GAY-no) and the title instrument. For 10 points, name this opera by Wolfgang Amadeus Mozart.",The Magic Flute,composition
